
From 1/1/2014 - 01/03/2015 <-- no one knows exact time it was released, some say in 2013, set it 2014 to be sure

SELECT nick, fingerprint, identity, ip, count(identity) FROM agorahooawayyfoe GROUP BY nick ORDER BY count(identity) DESC;



+---------------------+------------------------------------------+-----------------------------+-----------------+-----------------+
| nick                | fingerprint                              | identity                    | ip              | count(identity) |
| watertor            | a79d4d2d2fc44d06c4f75d8a05dbbd2c4055d97f | p51NLS/ETQbE912KBdu9LEBV2X8 | 80.100.44.219   |              24 |
| phubar              | 7f9df6d7621d2ec8a59b608b79a0a8f11258a6b2 | f53212IdLsilm2CLeaCo8RJYprI | 71.212.98.65    |              24 |
| FiosFairfieldFalls  | b9a3682f2eb47df8873470af13f2f94fef0baa69 | uaNoLy60ffiHNHCvE/L5T+8Lqmk | 98.109.169.88   |              24 |
| trustno1            | ef93880d52db3fcc64d9fdd21a0ca98082fb9c58 | 75OIDVLbP8xk2f3SGgypgIL7nFg | 185.8.236.190   |              24 |
| FrNode              | 8f942208725959758023f0394c06ce7542608db9 | j5QiCHJZWXWAI/A5TAbOdUJgjbk | 178.32.31.232   |              24 |
| UFPOatWSUCougs      | f1123183a66fcccb25d1cc67a8c62bd6997f000f | 8RIxg6ZvzMsl0cxnqMYr1pl/AA8 | 134.49.224.188  |              24 |
| AccessNow013        | 237588726ab6bea37ff23ca00f5bd178586ca68e | I3WIcmq2vqN/8jygD1vReFhspo4 | 176.10.99.206   |              24 |
| icebeerNLXeonOne    | 091ab484c0408953d1bb914ef3ab175a62c44304 | CRq0hMBAiVPRu5FO86sXWmLEQwQ | 213.163.71.85   |              24 |
| relay69             | 029647746a020b13f9d3b66d44a02f54ffc4eb15 | ApZHdGoCCxP507ZtRKAvVP/E6xU | 82.74.4.243     |              24 |
| Belukha             | d6fcd4d2a0d919504bde66b97d357d322f6ed98d | 1vzU0qDZGVBL3ma5fTV9Mi9u2Y0 | 91.232.252.64   |              24 |
| BigJimSladeUS2      | 9afa555b3b8a9b82fa7dc1c6b34471d792f37818 | mvpVWzuKm4L6fcHGs0Rx15LzeBg | 23.239.29.226   |              24 |
| WhiteyAGM02         | f14145ec0417be45bd4cda8e518436c271cabb50 | 8UFF7AQXvkW9TNqOUYQ2wnHKu1A | 128.204.203.103 |              24 |
| sociophobia         | 39cee4acb923558cee0e62241bf7b09aaf2d5c74 | Oc7krLkjVYzuDmIkG/ewmq8tXHQ | 24.247.20.165   |              24 |
| Beetle1             | 4e5a16523c76058d4a22c6152bc49cbebf9967a4 | TloWUjx2BY1KIsYVK8Scvr+ZZ6Q | 103.10.197.50   |              24 |
| vegatorrelay2014    | 32b219823f77a95389984eb7993b6bf52d7e1941 | MrIZgj93qVOJmE63mTtr9S1+GUE | 188.40.64.7     |              24 |
| Astraea             | bd96e6f94b0a67534be34c5355c8e6a24090bf4c | vZbm+UsKZ1NL40xTVcjmokCQv0w | 71.89.64.79     |              24 |
| solidstacks0x0001   | 12829b21a9657c480c245a11056789d8ac7955a1 | EoKbIallfEgMJFoRBWeJ2Kx5VaE | 71.56.228.51    |              24 |
| imblnpm             | 4ae0bd2a894f2e43987733edca31575feb02f389 | SuC9KolPLkOYdzPtyjFXX+sC84k | 5.45.101.44     |              24 |
| darkcracker         | 6d0948fdb02702fc94688a98d9504c8c171bded1 | bQlI/bAnAvyUaIqY2VBMjBcb3tE | 24.1.155.221    |              24 |
| HiyokoTAMAIZUMI     | 9ef197a4f9e24b3dfea8eea0794627b666928c6d | nvGXpPniSz3+qO6geUYntmaSjG0 | 110.67.165.214  |              24 |
| Lule                | ffa72bd683bc2fcf988356e6bec1e490f313fb07 | /6cr1oO8L8+Yg1bmvsHkkPMT+wc | 193.11.164.243  |              24 |
| none                | 09e43d4636257e658487e1ea59ae1c5d24804f05 | CeQ9RjYlfmWEh+HqWa4cXSSATwU | 94.210.214.175  |              24 |
| rotor               | 6e98c1d36f8ffd6de87e441fc9251434c1311fce | bpjB02+P/W3ofkQfySUUNMExH84 | 95.215.1.181    |              24 |
| torgwipv4cz         | 75ac08a6b6b787efb61dce1a8482fbfd8a71a08a | dawIpra3h++2Hc4ahIL7/YpxoIo | 93.185.101.76   |              24 |
| SaunterFlat         | 08542c041b8810ff33b471b03f65c4846d67321b | CFQsBBuIEP8ztHGwP2XEhG1nMhs | 173.230.152.5   |              24 |
| nyantec             | d6db52b3226d4074d28b58ec738baf71d3efb1a2 | 1ttSsyJtQHTSi1jsc4uvcdPvsaI | 46.4.232.7      |              24 |
| Janus1              | 63f054e1f865d5694c61b4e8f4153b16f50d0ce2 | Y/BU4fhl1WlMYbTo9BU7FvUNDOI | 91.213.8.235    |              24 |
| Puertanegra         | 5d4dc10c3346a8f545502a594dfc19a39b550b19 | XU3BDDNGqPVFUCpZTfwZo5tVCxk | 67.198.82.88    |              24 |
| pi                  | 5bb0b647b480858250f57d96de7e985532dbb5e4 | W7C2R7SAhYJQ9X2W3n6YVTLbteQ | 81.56.136.182   |              24 |
| thevillage2         | 727d815fe58bd8ac57b1e4cf8040304be51b8fa2 | cn2BX+WL2KxXseTPgEAwS+Ubj6I | 176.67.160.190  |              24 |
| SKKU46              | 18f55556de41690d33b72cf5ee4cf1b2ddc0c5ca | GPVVVt5BaQ0ztyz17kzxst3Axco | 203.255.252.146 |              24 |
| hanhphuc            | ee7f17e840312783b04388138e62bd474872af40 | 7n8X6EAxJ4OwQ4gTjmK9R0hyr0A | 115.84.182.227  |              24 |
| z3n                 | 57cc6d2a6dbb0a5c92421654219461c71483ed7d | V8xtKm27ClySQhZUIZRhxxSD7X0 | 179.99.200.39   |              24 |
| YetAnOtherTorNode   | 468bd5141b2690c90d328a3408e759655f0e9384 | RovVFBsmkMkNMoo0COdZZV8Ok4Q | 83.193.12.84    |              24 |
| worfox              | 82a36c238c0bad6783720a8c393a6a4b47d5b7eb | gqNsI4wLrWeDcgqMOTpqS0fVt+s | 85.226.105.94   |              24 |
| pft0                | 65508bc1d4219e25c8ac154ac6d9033f816351a5 | ZVCLwdQhniXIrBVKxtkDP4FjUaU | 210.6.46.11     |              24 |
| FreeAssange2014     | ad414444da174de877e265e9c51a16607b3b006c | rUFERNoXTeh34mXpxRoWYHs7AGw | 83.76.9.237     |              24 |
| StampeR             | 68bb5e545ca664902618e5ea41ad6e0ae21197dc | aLteVFymZJAmGOXqQa1uCuIRl9w | 31.18.39.42     |              24 |
| gin                 | 5d59f85c66596ec13124dad4650f09785ec5ec0a | XVn4XGZZbsExJNrUZQ8JeF7F7Ao | 193.166.167.80  |              24 |
| hello71             | b86780cb489ef7b6e996a9f5c42ca609bc6a2c07 | uGeAy0ie97bplqn1xCymCbxqLAc | 199.101.103.89  |              24 |
| bobsrelay           | 144b1351ad710b73b91fefd25597a71c442280a7 | FEsTUa1xC3O5H+/SVZenHEQigKc | 94.210.56.161   |              24 |
| servbr3             | 821fafa24651419fae76a5c80ba79ea7e0743c4d | gh+vokZRQZ+udqXIC6eep+B0PE0 | 212.83.154.130  |              24 |
| nationalliberal     | e0d96d83bae509c6dd0e41e03f85c9132c7fe769 | 4Nltg7rlCcbdDkHgP4XJEyx/52k | 199.217.118.26  |              24 |
| unBreakTheWeb       | 56649f9609df194385d6969820991423d8f0d176 | VmSflgnfGUOF1paYIJkUI9jw0XY | 173.255.215.87  |              24 |
| WilliamIT1          | b6c95120f17af04548b3266042c7ddbd4936a614 | tslRIPF68EVIsyZgQsfdvUk2phQ | 188.164.129.147 |              24 |
| lolwutserver        | 412ba7369e784a4626151673c2050c6cd0326454 | QSunNp54SkYmFRZzwgUMbNAyZFQ | 86.91.235.57    |              24 |
| mycelial            | 942d09cd018885e8b5cbc79d8024d12bbd5f113f | lC0JzQGIhei1y8edgCTRK71fET8 | 128.199.146.14  |              24 |
| zwupfslair          | 8b97c50d43eaea06c4c533709fb7ccfffd22668a | i5fFDUPq6gbExTNwn7fM//0iZoo | 85.214.133.111  |              24 |
| SloMo               | 526ebecd6712d4ce5f7219e63f4e3a51a52f8a70 | Um6+zWcS1M5fchnmP046UaUvinA | 71.199.135.215  |              24 |
| iiF3si2EEef3eeh8    | 0c2845084666fc5e5bb08cc229031938e95e4a66 | DChFCEZm/F5bsIzCKQMZOOleSmY | 88.191.153.199  |              24 |
| 0000x7b             | 7fd7e80e0ab5edbb38a327fc234206603009d6cd | f9foDgq17bs4oyf8I0IGYDAJ1s0 | 185.21.100.127  |              24 |
| jumanjiisreal1983   | c7fdb1f25b3cf3c1efcc2c4f933f852fbd545bc6 | x/2x8ls888HvzCxPkz+FL71UW8Y | 65.60.144.87    |              24 |
| TorAustralisXIX     | 47594808a1fd1f7b050f982dccf74462c8593b0c | R1lICKH9H3sFD5gtzPdEYshZOww | 199.188.100.154 |              24 |
| Lumiere             | 4f49f60cdd4c878822fbea1cc16055c6e93c9390 | T0n2DN1Mh4gi++ocwWBVxuk8k5A | 213.146.131.15  |              24 |
| SaschaLoboFixesIt   | f7fab4a85fadae9c2efbf488ef553a35b2ac4c82 | 9/q0qF+trpwu+/SI71U6NbKsTII | 5.147.112.18    |              24 |
| HappyPenguin        | c0c540421a30a5ec2bc1397c36faa0dccfc36417 | wMVAQhowpewrwTl8Nvqg3M/DZBc | 46.163.79.130   |              24 |
| thardes2            | 1802eaef72447f4e742dc23a8601494ed478c44e | GALq73JEf050LcI6hgFJTtR4xE4 | 109.90.232.128  |              24 |
| toxiroxiUA          | ddd7871c1b7fa32cb55061e08869a236e61bddf8 | 3deHHBt/oyy1UGHgiGmiNuYb3fg | 5.34.183.205    |              24 |
| torque              | 40892b2b2bc6e2caabfb3b98eeba1ef81a5f9f90 | QIkrKyvG4sqr+zuY7roe+Bpfn5A | 192.155.95.49   |              24 |
| TorAustralisIV      | de225ff5d16df1100168235a7a10683166cef5a6 | 3iJf9dFt8RABaCNaehBoMWbO9aY | 91.121.248.218  |              24 |
| tortlefarm          | 99d5aa593c6b53c9e5ab667c924e853705ef9433 | mdWqWTxrU8nlq2Z8kk6FNwXvlDM | 50.161.62.63    |              24 |
| eriador             | 6de61a6f72c1e5418a66bfed80dfb63e4c77668f | beYab3LB5UGKZr/tgN+2Pkx3Zo8 | 85.25.138.93    |              24 |
| YellowMagic         | 1dc22959573baaa9f1da9d86419ad80af4c3f8ce | HcIpWVc7qqnx2p2GQZrYCvTD+M4 | 91.229.20.24    |              24 |
| tethieP0            | bb8c47203a83ba083f60ed03dd9904526236d366 | u4xHIDqDugg/YO0D3ZkEUmI202Y | 92.51.245.119   |              24 |
| nc23h2              | 749bc0fc6ab429989098916005fb4fb1275dc94f | dJvA/Gq0KZiQmJFgBftPsSddyU8 | 144.76.2.119    |              24 |
| SecuInfo            | cd08f710fa72950198c71a3e727b2ee5dc9a10b6 | zQj3EPpylQGYxxo+cnsu5dyaELY | 88.103.126.101  |              24 |
| server1bc0za        | 970a0a1020499af26988c56e0c29a5aab23583ad | lwoKECBJmvJpiMVuDCmlqrI1g60 | 149.210.157.19  |              24 |
| sebnhu42869         | 3bb91001c17e9948b81f5a4879003892c4157313 | O7kQAcF+mUi4H1pIeQA4ksQVcxM | 46.246.95.69    |              24 |
| MarissaCooper       | 26d0db03073c73ecd3263a93a291197f2f57d449 | JtDbAwc8c+zTJjqTopEZfy9X1Ek | 188.165.5.48    |              24 |
| h4ckL4b             | 91a0ff520f938323d6c9d022b91fa9aac045226e | kaD/Ug+TgyPWydAiuR+pqsBFIm4 | 89.236.29.46    |              24 |
| HCLInipaa           | eb232bd1eba8adb6d84373b1e20def074aedc8f3 | 6yMr0euorbbYQ3Ox4g3vB0rtyPM | 37.187.103.91   |              24 |
| budejcetorrelay     | e92b8e5497f2912ccc9db3cf46d36b564c0deeee | 6SuOVJfykSzMnbPPRtNrVkwN7u4 | 93.91.50.145    |              24 |
| samet900422         | d95597a71270969c5a4f1a2fd97d26c2c92aaa9e | 2VWXpxJwlpxaTxov2X0mwskqqp4 | 162.243.5.88    |              24 |
| UltimeB             | d168b241bd5bcc77b87711534ca9742ff10d5bca | 0WiyQb1bzHe4dxFTTKl0L/ENW8o | 37.59.73.193    |              24 |
| INTEOR0001          | f8f1da2dd61c1db73159992ff12b680382ca3eb2 | +PHaLdYcHbcxWZkv8StoA4LKPrI | 82.177.238.240  |              24 |
| novi4ok             | 96fdbb05fffc0f04b3eccfa9b20020b9f74ad507 | lv27Bf/8DwSz7M+psgAgufdK1Qc | 81.23.191.243   |              24 |
| M2UyM2M5OTIzN       | 71425c84b0fe0a3343ea98c4910aaf7067b149ed | cUJchLD+CjND6pjEkQqvcGexSe0 | 184.164.77.90   |              24 |
| swissfondue         | 0fde300d2388803e22803495f91e969b926379c4 | D94wDSOIgD4igDSV+R6Wm5JjecQ | 85.3.183.66     |              24 |
| Alivia              | 4ccdf0ceda246394b29d5f2908b47a42ec5ef032 | TM3wztokY5SynV8pCLR6Quxe8DI | 46.22.211.63    |              24 |
| Eggs2               | 2fbf152fc4cb6cdd23a66cf87cbb7d78dce05ec4 | L78VL8TLbN0jpmz4fLt9eNzgXsQ | 72.66.78.234    |              24 |
| PureZwiebelhaut     | 70d891ae0e0c69b4c01735fc074663aff37e2b9d | cNiRrg4MabTAFzX8B0Zjr/N+K50 | 5.39.88.53      |              24 |
| KeithAlexsUnderwear | 3c23cadfc8dbf5031f30d9874a80e1fddabb5887 | PCPK38jb9QMfMNmHSoDh/dq7WIc | 87.96.144.163   |              24 |
| PPTOR0028           | f07d15edf210083e090c965be52d6baeb5da17ea | 8H0V7fIQCD4JDJZb5S1rrrXaF+o | 185.57.82.25    |              24 |
| kennkeintor         | bf6fd667fbe72ce423f07b8f045a2635b4af9b4a | v2/WZ/vnLOQj8HuPBFomNbSvm0o | 85.214.192.251  |              24 |
| Torreador1          | 76059e9b57e0bd72cb974eac9267c996f5df93fc | dgWem1fgvXLLl06skmfJlvXfk/w | 188.226.186.228 |              24 |
| smashnet2           | bd4dc4bcd6aba6adcdf52f6171327c095115604b | vU3EvNarpq3N9S9hcTJ8CVEVYEs | 188.226.183.183 |              24 |
| skagerak            | 24835dbd5492e21f7987dfc3facb39016bee59a8 | JINdvVSS4h95h9/D+ss5AWvuWag | 84.74.11.222    |              24 |
| UECENETus2          | 5d29dbd7d6a36251c149db252b7f416ad11a7b25 | XSnb19ajYlHBSdslK39BatEaeyU | 162.250.235.247 |              24 |
| PiratenNDS2         | d3e47f64c413410f24ad259905b0b748453cfa3c | 0+R/ZMQTQQ8krSWZBbC3SEU8+jw | 5.199.142.195   |              24 |
| kagura              | 350424ccdb9b358bfd377fe828c5178eee16369d | NQQkzNubNYv9N3/oKMUXju4WNp0 | 115.38.39.231   |              24 |
| frogtor             | 2029804da93070a70448be159ac75f9b53439a87 | ICmATakwcKcESL4Vmsdfm1NDmoc | 94.45.59.240    |              24 |
| Tr2Relay1           | a75f5ffa71ce66e81f1424fedeca38601f18677c | p19f+nHOZugfFCT+3so4YB8YZ3w | 188.138.112.226 |              24 |
| TorRelayDR          | 17bfe2b0a50d23b22eb311756fc029e7e1c29766 | F7/isKUNI7IusxF1b8Ap5+HCl2Y | 94.227.41.7     |              24 |
| FreemanX            | 2287765316fa920b9dd2e5afa340a4aa3cce9adb | Iod2Uxb6kgud0uWvo0CkqjzOmts | 93.91.240.121   |              24 |
| Tahamtan            | f7d79b832da5f19a66972aaccfcee19692758f47 | 99ebgy2l8Zpmlyqsz87hlpJ1j0c | 38.79.65.229    |              24 |
| libertas            | 32e1d92a411a05bae95904b373cea9e66a0450d1 | MuHZKkEaBbrpWQSzc86p5moEUNE | 72.74.169.152   |              24 |
| brazoslink          | 134e9b5d16a3027d2fcf60a78c1be9355b4fa99e | E06bXRajAn0vz2CnjBvpNVtPqZ4 | 69.39.49.202    |              24 |
| bauruine3           | e91b20a6f39196c9ed90850c4bbc95985c0cbf8e | 6RsgpvORlsntkIUMS7yVmFwMv44 | 84.74.107.37    |              24 |
| BobbieB             | 79cb9bb98e5eb4dcea07495f8711741e9f636c17 | ecubuY5etNzqB0lfhxF0Hp9jbBc | 193.107.85.59   |              24 |
| PrivacyRepublic0002 | 34cd15012a0f5b18400ac7dbd8aa8cdef05f9d58 | NM0VASoPWxhACsfb2KqM3vBfnVg | 178.32.181.97   |              24 |
| rsOvh               | 9be65baefd3083d7de545dc2de0396bbbeda2c7b | m+Zbrv0wg9feVF3C3gOWu77aLHs | 213.251.187.55  |              24 |
| NetromLat610        | ee9edce17335b412c84592854f2033e6ef3f9231 | 7p7c4XM1tBLIRZKFTyAz5u8/kjE | 89.239.213.168  |              24 |
| FeydTorBox1         | c12dd27c7c71673af3e956a282a644b5fcfdd9e2 | wS3SfHxxZzrz6VaigqZEtfz92eI | 82.120.204.28   |              24 |
| FlyingOnion         | 85332cec5318a05cf4760dce0d976e33eed0de2f | hTMs7FMYoFz0dg3ODZduM+7Q3i8 | 86.74.106.234   |              24 |
| WhiteDragon         | 5def69e67baf2cf26d36b5ac2a925bb2ea376593 | Xe9p5nuvLPJtNrWsKpJbsuo3ZZM | 38.229.70.52    |              24 |
| YorkshireTOR        | 8a30c9e8f5954ee286d29bd65cadea6991200804 | ijDJ6PWVTuKG0pvWXK3qaZEgCAQ | 185.7.148.78    |              24 |
| Pascal6             | c94372690078dd1aa8000fa5a9f7d686cf44f5a6 | yUNyaQB43RqoAA+lqffWhs9E9aY | 23.254.165.132  |              24 |
| nozavtemp           | 3139f17afe4286745da2193b60b4f06a63e82d6f | MTnxev5ChnRdohk7YLTwamPoLW8 | 88.191.178.239  |              24 |
| PiratenNDS          | 6ac6b8549fcffd45a9f81c71ba48e3d03739f0ba | asa4VJ/P/UWp+Bxxukjj0Dc58Lo | 85.10.219.167   |              24 |
| EXARAY              | b0134aa0018b943e28eff0f853a524c09605fcfc | sBNKoAGLlD4o7/D4U6UkwJYF/Pw | 94.136.97.42    |              24 |
| Huubknops           | ad805f79de50fcdd2f2153062a4f5f307232cbeb | rYBfed5Q/N0vIVMGKk9fMHIyy+s | 83.160.95.99    |              24 |
| RaspberryPiTor      | f5bbf1f47e3acfbf66637851012a5d2b7124df8c | 9bvx9H46z79mY3hRASpdK3Ek34w | 75.159.5.238    |              24 |
| WankelRotaryEngine  | 7f77f8983fe59e717ca307af94b89c1722240138 | f3f4mD/lnnF8owevlLicFyIkATg | 24.246.87.181   |              24 |
| Trident             | 02efe3d327e729dea31909e3793ac53f66703823 | Au/j0yfnKd6jGQnjeTrFP2ZwOCM | 109.169.7.213   |              24 |
| torzilla02          | 69bde62a3a82d349606bcfe356fc5e56af56799b | ab3mKjqC00lga8/jVvxeVq9WeZs | 188.119.150.38  |              24 |
| instcom             | fbf7633ba000109a7b2f75fa810a086d2ee22cdc | +/djO6AAEJp7L3X6gQoIbS7iLNw | 54.213.209.152  |              24 |
| DFRI2               | 6d443156a22cd86bc41df9d0e370ae9a7a8e55c7 | bUQxVqIs2GvEHfnQ43CumnqOVcc | 171.25.193.131  |              24 |
| yellowcow           | 47b224322f03e34352f2ca255aac9c8075677fab | R7IkMi8D40NS8solWqycgHVnf6s | 137.135.0.76    |              24 |
| Carly               | c4314a58d7cf01e4dbecf708ea6fabfaa3f0613b | xDFKWNfPAeTb7PcI6m+r+qPwYTs | 173.74.119.115  |              24 |
| pamputt             | f7508767fac69bc98413f4b72d5cf70d067e7c6b | 91CHZ/rGm8mEE/S3LVz3DQZ+fGs | 109.190.71.85   |              24 |
| zebra620            | 8657d8bf7f8691f83557b52e650915594a76b881 | hlfYv3+Gkfg1V7UuZQkVWUp2uIE | 188.138.112.60  |              24 |
| PrivacyRepublic0006 | 23e81e980c6177c1d6b156a191407cd843337926 | I+gemAxhd8HWsVahkUB82EMzeSY | 178.32.181.101  |              24 |
| xohdistwoStable     | 42f5e73f788fa570735aaa96438549c4b1cb7377 | QvXnP3iPpXBzWqqWQ4VJxLHLc3c | 149.154.152.13  |              24 |
| TorAustralisXV      | 835f185cd054e7fd563f74611131dd74baf4e560 | g18YXNBU5/1WP3RhETHddLr05WA | 172.245.44.177  |              24 |
| cassiopea           | 996dabf75fabd1a49dbb601fd75644eb1924766b | mW2r91+r0aSdu2Af11ZE6xkkdms | 80.248.208.131  |              24 |
| suckywonem          | f914334cd41bd27f63fb51d035b6685a24454b92 | +RQzTNQb0n9j+1HQNbZoWiRFS5I | 85.25.95.91     |              24 |
| technopragmatics    | 775eba696e34a50537b0cd7c5863e18dd270963d | d166aW40pQU3sM18WGPhjdJwlj0 | 83.177.96.71    |              24 |
| seabass             | 8a1276a359404998f792af4e38ac923ed0a0f3d7 | ihJ2o1lASZj3kq9OOKySPtCg89c | 81.17.24.116    |              24 |
| JustARandomTorNode  | 81f446143bf97e9b2384e97a0a7b25b08e282eed | gfRGFDv5fpsjhOl6CnslsI4oLu0 | 92.255.207.82   |              24 |
| dolphin10           | 21d848e8a76ce6fe5e916199f0f25c8d00be0905 | IdhI6Kds5v5ekWGZ8PJcjQC+CQU | 46.246.108.130  |              24 |
| chiralhat           | 88cf6de4718c1bd05e39de720f7961a17e18ba77 | iM9t5HGMG9BeOd5yD3lhoX4Yunc | 129.105.151.157 |              24 |
| TorFakedOrg         | a7ea9e0e0ca17a6afee944035aa19c5470c2b7e7 | p+qeDgyhemr+6UQDWqGcVHDCt+c | 91.9.112.199    |              24 |
| mithril             | a854b0807f3a2c7c3d24cc0dc6ccfc6f47911e96 | qFSwgH86LHw9JMwNxsz8b0eRHpY | 176.56.224.151  |              24 |
| PrivacyRepublic0012 | 4983481d99e16d52395022ca5b43907d24d994ff | SYNIHZnhbVI5UCLKW0OQfSTZlP8 | 178.32.181.107  |              24 |
| Pomf                | c0a9609ae069d41625b723c89302c1661a38da79 | wKlgmuBp1BYltyPIkwLBZho42nk | 188.138.9.50    |              24 |
| AnotherOne          | 5af184dfd770ad6a1557eef89f9791eb6563a94b | WvGE39dwrWoVV+74n5eR62VjqUs | 50.160.13.219   |              24 |
| Fuge5Reynolds       | c6ab4dad86c2b174bff80c6632d10eb622ff3929 | xqtNrYbCsXS/+AxmMtEOtiL/OSk | 213.61.149.126  |              24 |
| knowledge4every1    | 045e57714af40b33e530bd253a50da8b6d94d083 | BF5XcUr0CzPlML0lOlDai22U0IM | 89.185.98.116   |              24 |
| mang                | 20f2b9178539a2303bc06130cb64cd776c3de830 | IPK5F4U5ojA7wGEwy2TNd2w96DA | 207.229.65.153  |              24 |
| tannhauser          | 594c25af7e03c68d8cadafbfc5f3a6fe41c57481 | WUwlr34Dxo2Mra+/xfOm/kHFdIE | 144.76.203.26   |              24 |
| DEFRAv95788         | f5edac80a507b8d02574ea60089b8d903fedcd09 | 9e2sgKUHuNAldOpgCJuNkD/tzQk | 178.254.43.244  |              24 |
| BattleForTheNetCOM  | 4e03b7003f2785cb6607a79ee7be97dea78756db | TgO3AD8nhctmB6ee576X3qeHVts | 95.16.3.138     |              24 |
| Fast1Gbps           | 396f1913d82090fd65494d1945c6e582163d5a07 | OW8ZE9ggkP1lSU0ZRcblghY9Wgc | 207.12.89.137   |              24 |
| plusdigitalraspibg  | e1d4d14196508a9ac8f4db411da803712d885687 | 4dTRQZZQiprI9NtBHagDcS2IVoc | 80.95.27.17     |              24 |
| serverTOR           | ea1e46d384a647cd39e2bd9f5a2f52e28bd10613 | 6h5G04SmR8054r2fWi9S4ovRBhM | 5.39.216.126    |              24 |
| boom456             | 1966f7e0f9790109b60bebd6e46a035c246cdea8 | GWb34Pl5AQm2C+vW5GoDXCRs3qg | 88.129.221.7    |              24 |
| VitusBering         | abe5a40b0e91d9426a569be3823c8985e96d8575 | q+WkCw6R2UJqVpvjgjyJhelthXU | 107.150.28.124  |              24 |
| melcoUA2            | e8e71a0898711039913a986a91850943851ea7f5 | 6OcaCJhxEDmROphqkYUJQ4Uep/U | 213.159.240.48  |              24 |
| momotaro            | 585da2052f551ccb588c0e5c18d21fff63dd1dfd | WF2iBS9VHMtYjA5cGNIf/2PdHf0 | 117.18.75.235   |              24 |
| project10FRovh      | 8c510326260a837de7f282a4a50c3fc64e697c46 | jFEDJiYKg33n8oKkpQw/xk5pfEY | 5.39.80.236     |              24 |
| HappyHillCabin      | af7726dc10bc8ceedba25b8028083030170a62a9 | r3cm3BC8jO7boluAKAgwMBcKYqk | 71.65.91.65     |              24 |
| Dracaena            | 5098b465e2ea7347933eaaf9933379e8268e6e7d | UJi0ZeLqc0eTPqr5kzN56CaObn0 | 145.100.104.171 |              24 |
| Entropy             | c76def983873ffb693b371ffbe117efc21928b73 | x23vmDhz/7aTs3H/vhF+/CGSi3M | 92.143.18.69    |              24 |
| centralparkfortwo   | f72f32860d9dbf136a33906169e42c4f20eccf63 | 9y8yhg2dvxNqM5BhaeQsTyDsz2M | 162.243.48.137  |              24 |
| 5979ft              | 711d75a3f40b7dbe5a4438fab7bfc5c769038521 | cR11o/QLfb5aRDj6t7/Fx2kDhSE | 75.166.194.202  |              24 |
| CoburgGermany       | 13a6b6ee14badb487c779b70a87e84ca4f0b81a1 | E6a27hS620h8d5twqH6Eyk8LgaE | 217.24.48.29    |              24 |
| wenoehuyuarr        | 56fa50d8cd8c32cfe6559e836138613387e3e5ef | VvpQ2M2MMs/mVZ6DYThhM4fj5e8 | 173.255.226.204 |              24 |
| SubEthaNet          | 8b56f325a46f972d19e31012b8c2330fd7a16b02 | i1bzJaRvly0Z4xASuMIzD9ehawI | 98.223.203.132  |              24 |
| Amunet1             | 8d45601779e74734de95340410f0dd795466b60b | jUVgF3nnRzTelTQEEPDdeVRmtgs | 199.48.147.35   |              24 |
| W1n50n9             | 7fa2c9dd67857055e41fef4bdfc7cb5395de4900 | f6LJ3WeFcFXkH+9L38fLU5XeSQA | 209.40.217.242  |              24 |
| southsea1           | 7d86d4a3c2b1ae7102e26103739fe11eb64529c7 | fYbUo8KxrnEC4mEDc5/hHrZFKcc | 37.187.247.150  |              24 |
| WesCSTor            | f2cf4b54623c0fc9e0dbbe229f74e7cfaee9c13a | 8s9LVGI8D8ng274in3Tnz67pwTo | 129.133.8.31    |              24 |
| representz          | 419c4d535d6f6369bb4d6ee452e623c3628950cb | QZxNU11vY2m7TW7kUuYjw2KJUMs | 78.202.204.150  |              24 |
| AnonMan             | 09015eb8971c594710f9fe3d759305d3e1e709e2 | CQFeuJccWUcQ+f49dZMF0+HnCeI | 173.69.9.25     |              24 |
| pipeepiniz          | 59a323aeb69ed43996e5bd92471f5847a75ce32c | WaMjrrae1DmW5b2SRx9YR6dc4yw | 162.217.249.239 |              24 |
| AxleRelay3          | 614f1cffca6debc7ce30512cb6b673c180eea927 | YU8c/8pt68fOMFEstrZzwYDuqSc | 76.72.169.90    |              24 |
| OskarSchindler      | 52f598b84904ddf46f966603c368d68cec10e347 | UvWYuEkE3fRvlmYDw2jWjOwQ40c | 141.8.247.44    |              24 |
| MeaningOfLifeEh     | 78981df616a1332e94a8ff36e53f03eaf8305be7 | eJgd9hahMy6UqP825T8D6vgwW+c | 83.212.99.68    |              24 |
| PiratskaStranka     | 02b85c94baf4aa50b5bcfae06595c1affe3adb7e | ArhclLr0qlC1vPrgZZXBr/46234 | 89.18.42.101    |              24 |
| Relay               | d728384fde68a9c0f2649e7fc55806de2a063a80 | 1yg4T95oqcDyZJ5/xVgG3ioGOoA | 76.98.255.100   |              24 |
| TORttu              | a7bf51178cae06f0da6751f31c1a143d3fbbd833 | p79RF4yuBvDaZ1HzHBoUPT+72DM | 91.154.55.207   |              24 |
| GEO2                | bca53f6bb5c271651b017f2071300cc10cd6e138 | vKU/a7XCcWUbAX8gcTAMwQzW4Tg | 192.43.244.42   |              24 |
| j2nohakure          | 183739fee68dd5fd0f4ade41cb836b566681e921 | GDc5/uaN1f0PSt5By4NrVmaB6SE | 75.131.65.170   |              24 |
